timestamp,cpu,memory_usage,memory_swap_in,memory_swap_out,disk_read_requests,disk_write_requests,disk_read_bytes,disk_write_bytes,network_incoming_bytes,network_outgoing_bytes,network_incoming_packets,network_outgoing_packets,label
2021-08-21 23:54:20+00:00,0.4,348.42,0.0,0.0,0.0,0.0,0.0,0.0,558.0,1320.0,9.0,20.0,syn-flood
2021-08-21 23:54:25+00:00,0.2,348.39,0.0,0.0,0.0,0.0,0.0,0.0,816.0,1518.0,13.0,23.0,syn-flood
2021-08-21 23:54:30+00:00,0.4,348.39,0.0,0.0,0.0,0.0,0.0,0.0,1158.0,1642.0,18.0,25.0,syn-flood
2021-08-21 23:54:35+00:00,0.2,348.42,0.0,0.0,0.0,0.0,0.0,0.0,642.0,1338.0,11.0,21.0,syn-flood
2021-08-21 23:54:40+00:00,0.4,348.42,0.0,0.0,0.0,0.0,0.0,0.0,936.0,1518.0,15.0,23.0,syn-flood
2021-08-21 23:54:45+00:00,0.4,348.39,0.0,0.0,0.0,0.0,0.0,0.0,756.0,1518.0,12.0,23.0,syn-flood
2021-08-21 23:54:50+00:00,0.2,348.39,0.0,0.0,0.0,0.0,0.0,0.0,618.0,1254.0,10.0,19.0,syn-flood
2021-08-21 23:54:55+00:00,0.4,348.42,0.0,0.0,0.0,0.0,0.0,0.0,1014.0,1980.0,16.0,30.0,syn-flood
2021-08-21 23:55:00+00:00,0.4,348.42,0.0,0.0,0.0,0.0,0.0,0.0,1332.0,2442.0,21.0,37.0,syn-flood
2021-08-21 23:55:05+00:00,0.4,348.38,0.0,0.0,0.0,0.0,0.0,0.0,894.0,2310.0,14.0,35.0,syn-flood
2021-08-21 23:55:10+00:00,0.4,348.38,0.0,0.0,0.0,0.0,0.0,0.0,1338.0,3036.0,21.0,46.0,syn-flood
2021-08-21 23:55:15+00:00,0.4,348.41,0.0,0.0,0.0,0.0,0.0,0.0,1076.0,2706.0,17.0,41.0,syn-flood
2021-08-21 23:55:20+00:00,0.2,348.41,0.0,0.0,0.0,0.0,0.0,0.0,774.0,2640.0,12.0,40.0,syn-flood
2021-08-21 23:55:25+00:00,0.4,348.41,0.0,0.0,0.0,0.0,0.0,0.0,1092.0,2970.0,17.0,45.0,syn-flood
2021-08-21 23:55:30+00:00,0.4,348.41,0.0,0.0,0.0,0.0,0.0,0.0,1056.0,2826.0,16.0,43.0,syn-flood
2021-08-21 23:55:35+00:00,0.2,348.41,0.0,0.0,0.0,0.0,0.0,0.0,978.0,2790.0,16.0,43.0,syn-flood
2021-08-21 23:55:40+00:00,0.4,348.41,0.0,0.0,0.0,0.0,0.0,0.0,1014.0,2772.0,16.0,42.0,syn-flood
2021-08-21 23:55:45+00:00,0.2,348.41,0.0,0.0,0.0,0.0,0.0,0.0,1212.0,3168.0,19.0,48.0,syn-flood
2021-08-21 23:55:50+00:00,0.4,348.41,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,2772.0,19.0,42.0,syn-flood
2021-08-21 23:55:55+00:00,0.4,348.38,0.0,0.0,0.0,0.0,0.0,0.0,1080.0,3036.0,17.0,46.0,syn-flood
2021-08-21 23:56:00+00:00,0.4,348.38,0.0,0.0,0.0,0.0,0.0,0.0,1214.0,2970.0,19.0,45.0,syn-flood
2021-08-21 23:56:05+00:00,0.4,348.41,0.0,0.0,0.0,0.0,0.0,0.0,1194.0,2904.0,19.0,44.0,syn-flood
2021-08-21 23:56:10+00:00,0.2,348.41,0.0,0.0,0.0,0.0,0.0,0.0,774.0,2904.0,12.0,44.0,syn-flood
2021-08-21 23:56:15+00:00,0.4,348.38,0.0,0.0,0.0,0.0,0.0,0.0,1212.0,2970.0,19.0,45.0,syn-flood
2021-08-21 23:56:20+00:00,0.2,348.38,0.0,0.0,0.0,0.0,0.0,0.0,654.0,2772.0,10.0,42.0,syn-flood
2021-08-21 23:56:25+00:00,0.4,348.41,0.0,0.0,0.0,0.0,0.0,0.0,1026.0,2598.0,16.0,39.0,syn-flood
2021-08-21 23:56:30+00:00,0.4,348.41,0.0,0.0,0.0,0.0,0.0,0.0,1278.0,2538.0,20.0,39.0,syn-flood
2021-08-21 23:56:35+00:00,0.4,348.41,0.0,0.0,0.0,0.0,0.0,0.0,1080.0,1800.0,18.0,28.0,syn-flood
2021-08-21 23:56:40+00:00,0.2,348.41,0.0,0.0,0.0,0.0,0.0,0.0,438.0,1650.0,7.0,25.0,syn-flood
