timestamp,cpu,memory_usage,memory_swap_in,memory_swap_out,disk_read_requests,disk_write_requests,disk_read_bytes,disk_write_bytes,network_incoming_bytes,network_outgoing_bytes,network_incoming_packets,network_outgoing_packets,label
2021-08-21 22:38:35+00:00,0.2,359.89,0.0,0.0,0.0,0.0,0.0,0.0,1056.0,2880.0,17.0,44.0,syn-flood
2021-08-21 22:38:40+00:00,0.4,359.89,0.0,0.0,0.0,0.0,0.0,0.0,1446.0,3222.0,22.0,49.0,syn-flood
2021-08-21 22:38:45+00:00,0.2,359.86,0.0,0.0,0.0,0.0,0.0,0.0,978.0,2988.0,16.0,46.0,syn-flood
2021-08-21 22:38:50+00:00,0.2,359.86,0.0,0.0,0.0,0.0,0.0,0.0,1556.0,2904.0,25.0,44.0,syn-flood
2021-08-21 22:38:55+00:00,0.2,359.86,0.0,0.0,0.0,0.0,0.0,0.0,1272.0,2970.0,20.0,45.0,syn-flood
2021-08-21 22:39:00+00:00,0.2,359.86,0.0,0.0,0.0,0.0,0.0,0.0,894.0,2838.0,14.0,43.0,syn-flood
2021-08-21 22:39:05+00:00,0.4,359.85,0.0,0.0,0.0,0.0,0.0,0.0,1236.0,2880.0,20.0,44.0,syn-flood
2021-08-21 22:39:10+00:00,0.2,359.85,0.0,0.0,0.0,0.0,0.0,0.0,1392.0,3036.0,22.0,46.0,syn-flood
2021-08-21 22:39:15+00:00,0.2,359.85,0.0,0.0,0.0,0.0,0.0,0.0,876.0,2508.0,14.0,38.0,syn-flood
2021-08-21 22:39:20+00:00,0.2,359.85,0.0,0.0,0.0,0.0,0.0,0.0,618.0,1914.0,10.0,29.0,syn-flood
2021-08-21 22:39:25+00:00,0.2,359.85,0.0,0.0,0.0,0.0,0.0,0.0,1056.0,2046.0,17.0,31.0,syn-flood
2021-08-21 22:39:30+00:00,3.4,359.85,0.0,0.0,0.0,0.0,0.0,0.0,600.0,1626.0,10.0,25.0,syn-flood
